,dt,dt_period,open,close,high,low,vol,turnover,m1,m2,macd_buy_signal,macd_sell_signal,jw,jw_buy_signal,jw_sell_signal,R6,duanxian,duanxian_buy_signal,duanxian_sell_signal,xcci,dcci,long_start,long_end,short_start,short_end,long_buy,long_sell,short_buy,short_sell,profit_rate
188,2022-04-07 09:31:00-04:00,20220407093100,51.994,52.814,53.835,50.364,114826968,6148941824.0,-3.325,0.954,False,True,79.71700583440301,False,False,56.60015209805897,-1.9519403889452747,False,True,-82.74454310542686,-2.7774971526373786,False,False,False,False,0,0,0,0,0.0
189,2022-04-08 09:31:00-04:00,20220408093100,51.984,50.604,53.954,50.194,102091224,5352070144.0,-3.321,0.646,False,True,78.47016454796199,False,False,53.24393112170971,-3.356220976349263,False,True,-85.85378288659167,-11.205552685931847,False,False,False,False,0,0,0,0,0.0
190,2022-04-11 09:31:00-04:00,20220411093100,48.594,46.924,49.784,46.614,92957248,4522939904.0,-3.364,0.206,False,True,74.39476946362525,False,False,47.640954254064695,-5.602976867645012,False,True,-106.32417551870489,-64.76962024561382,False,False,False,False,0,0,0,0,0.0
191,2022-04-12 09:31:00-04:00,20220412093100,48.924,46.304,49.784,45.678,123964080,6052870144.0,-3.411,-0.171,False,False,70.19747825646543,False,False,41.482253860055906,-6.15870039400879,False,True,-107.50757618922432,-69.68251287107928,False,False,False,False,0,0,0,0,0.0
192,2022-04-13 09:31:00-04:00,20220413093100,46.424,49.154,49.589,46.154,95042312,4694394368.0,-3.413,-0.315,False,False,68.61257484375162,False,False,37.42487031406533,-4.057383545990575,False,True,-99.86168592802221,-52.77865624246698,False,False,False,False,0,0,0,0,0.0
193,2022-04-14 09:31:00-04:00,20220414093100,49.184,45.764,49.584,45.454,83921776,4060755712.0,-3.459,-0.599,False,False,64.53878293173757,False,False,32.63418685554197,-4.790683458523361,False,True,-105.77253371443868,-69.59735606104199,False,False,False,False,0,0,0,0,0.0
194,2022-04-18 09:31:00-04:00,20220418093100,45.234,45.894,46.934,44.514,87762704,4094390016.0,-3.497,-0.806,False,False,61.014198376598685,False,False,28.278186930217274,-4.355999925324696,False,True,-110.30769192027931,-82.39593781545291,False,False,True,False,0,0,1,0,-0.06602170218329197
195,2022-04-19 09:31:00-04:00,20220419093100,45.494,48.924,49.179,45.034,86186328,4185009920.0,-3.489,-0.799,False,False,60.2337993001771,False,False,26.32398818678176,-1.9541987434355121,False,True,-97.88658272651901,-53.96692584752987,False,False,False,True,0,0,0,1,0.0
196,2022-04-20 09:31:00-04:00,20220420093100,49.334,46.664,49.784,46.234,107814736,5250463744.0,-3.51,-0.901,False,False,57.697115268217956,False,False,24.182197549300625,-2.1417906374811366,False,True,-97.18900630463027,-53.93310358386928,False,False,False,False,0,0,0,0,0.0
197,2022-04-21 09:31:00-04:00,20220421093100,48.404,43.854,49.504,43.284,134313248,6361509888.0,-3.565,-1.115,False,False,53.16266994463581,False,False,20.665025452007157,-3.517172097293468,False,True,-106.53653362598976,-79.10189643240474,False,False,False,False,0,0,0,0,0.0
198,2022-04-22 09:31:00-04:00,20220422093100,43.814,40.274,44.344,39.675,124412384,5357259776.0,-3.662,-1.453,False,False,46.24388911683016,False,False,14.948431643078152,-5.716593808929005,False,True,-126.73910086629458,-132.79708051926707,False,False,True,False,0,0,1,0,0.20410190197149522
199,2022-04-25 09:31:00-04:00,20220425093100,39.574,41.814,41.974,38.614,166439392,6912899584.0,-3.729,-1.617,False,False,41.283737536884345,False,False,9.888762449645668,-5.059669193432484,False,True,-127.76295080867749,-136.18637943204044,False,False,False,False,0,0,0,0,0.0
200,2022-04-26 09:31:00-04:00,20220426093100,40.984,36.974,41.794,35.054,166131648,6569323520.0,-3.855,-1.976,False,False,34.94795255714952,False,False,4.134722049793993,-5.754040399851675,False,True,-140.33364782971282,-167.9388582519825,False,False,False,False,0,0,0,0,0.0
201,2022-04-27 09:31:00-04:00,20220427093100,36.934,36.804,38.933,36.144,158349344,6154159616.0,-3.974,-2.238,False,False,29.183616681836696,False,False,-1.3427506873699713,-5.477472737163964,False,True,-141.0077808587777,-168.70001003022446,False,False,False,False,0,0,0,0,0.0
202,2022-04-28 09:31:00-04:00,20220428093100,38.589,40.824,41.484,37.044,172349168,6961086464.0,-4.028,-2.205,False,False,26.94288325309681,False,False,-4.069128731987249,-2.7263780446172774,False,True,-125.77951084141637,-130.09422653833784,False,False,False,False,0,0,0,0,0.0
203,2022-04-29 09:31:00-04:00,20220429093100,39.154,35.294,40.484,34.974,160058368,6199580160.0,-4.15,-2.438,False,False,21.060618504980056,False,False,-8.373105081502771,-4.303976349515523,False,True,-138.15792757692122,-162.29774046235363,False,False,False,False,0,0,0,0,0.0
204,2022-05-02 09:31:00-04:00,20220502093100,35.014,37.014,37.054,33.905,155952800,5688719872.0,-4.239,-2.498,False,False,17.75577203514503,False,False,-11.34369679862958,-2.9705917171268084,False,True,-140.25438113843282,-167.32737771837117,False,False,False,False,0,0,0,0,0.0
205,2022-05-03 09:31:00-04:00,20220503093100,36.954,37.104,37.903,36.094,142782816,5441430016.0,-4.318,-2.508,False,False,14.909487592148963,False,False,-13.551733559503234,-2.2080367608736537,False,True,-132.53745272158565,-146.6081574480182,False,False,False,False,0,0,0,0,0.0
206,2022-05-04 09:31:00-04:00,20220504093100,37.254,40.904,41.194,35.305,219403408,8576965632.0,-4.338,-2.286,False,False,15.025905804336801,False,False,-13.343207615895153,0.2085259436080804,True,False,-119.82566110999298,-114.39003253588731,False,False,False,False,0,0,0,0,0.0
207,2022-05-05 09:31:00-04:00,20220505093100,39.264,34.624,40.294,33.306,227776336,8361081856.0,-4.438,-2.409,False,False,11.249845611942632,False,False,-15.16183214778603,-1.818624531890876,False,True,-132.2194674056265,-147.07331297000704,False,False,False,False,0,0,0,0,0.0
208,2022-05-06 09:31:00-04:00,20220506093100,33.854,33.374,35.254,31.894,233397168,8104200192.0,-4.546,-2.539,False,False,7.992930426776269,False,False,-17.453443375761978,-2.291611227975949,False,True,-141.78190120135895,-170.12846514897024,False,False,False,False,0,0,0,0,0.0
209,2022-05-09 09:31:00-04:00,20220509093100,31.324,29.284,32.104,28.784,210209856,6639989760.0,-4.699,-2.819,False,False,4.484112790553638,False,False,-20.27017099121514,-2.8167276154531606,False,True,-155.01385193148053,-198.48496177688526,False,False,False,False,0,0,0,0,0.0
210,2022-05-10 09:31:00-04:00,20220510093100,31.479,30.334,31.819,29.064,231789792,7347539968.0,-4.826,-2.947,False,False,2.0236415742981535,False,False,-22.60818159911092,-2.3380106078957823,False,True,-150.14314942955355,-181.29357994279255,False,False,False,False,0,0,0,0,0.0
211,2022-05-11 09:31:00-04:00,20220511093100,29.614,27.524,31.924,27.254,264765952,8026409984.0,-4.979,-3.154,False,False,-0.8574771507128247,False,False,-25.14317186558702,-2.5349902664761004,False,True,-153.8808344359191,-184.46712729453566,False,False,False,False,0,0,0,0,0.0
212,2022-05-12 09:31:00-04:00,20220512093100,26.194,27.294,28.614,25.459,295496480,8213259776.0,-5.123,-3.286,False,False,-2.5425251618330265,False,False,-26.923633349528387,-1.780461483941366,False,True,-158.69700308127977,-189.2433434916729,False,False,False,False,0,0,0,0,0.0
213,2022-05-13 09:31:00-04:00,20220513093100,28.614,30.394,30.754,28.154,197974048,6127519744.0,-5.213,-3.186,False,False,-2.342718438874492,False,False,-27.106755455434055,-0.18312210590566735,False,True,-143.9624052571253,-152.57352707456835,False,False,False,False,0,0,0,0,0.0
214,2022-05-16 09:31:00-04:00,20220516093100,29.894,29.414,30.654,28.974,159194048,4922610688.0,-5.306,-3.117,False,False,-2.6142799565075165,False,False,-27.097527185051234,0.00922827038282037,True,False,-141.7831226847547,-144.4412386555891,False,False,False,False,0,0,0,0,0.0
215,2022-05-17 09:31:00-04:00,20220517093100,31.194,31.724,31.964,30.009,153990704,4970356224.0,-5.359,-2.903,False,False,-1.5732409238586555,False,False,-26.133277839272466,0.964249345778768,True,False,-132.6317048543298,-123.52079575886758,False,False,False,False,0,0,0,0,0.0
216,2022-05-18 09:31:00-04:00,20220518093100,30.224,26.914,31.414,25.994,164052560,4833421824.0,-5.47,-2.948,False,False,-3.117744389033213,False,False,-26.81679312150675,-0.683515282234282,False,True,-143.85414176024162,-143.28860881828518,False,False,False,False,0,0,0,0,0.0
217,2022-05-19 09:31:00-04:00,20220519093100,26.304,26.344,27.769,25.214,196007776,5462580224.0,-5.577,-2.975,False,False,-4.606778607770195,False,False,-28.17587538945041,-1.3590822679436627,False,True,-148.41944456660508,-149.19764145881774,False,False,False,False,0,0,0,0,0.0
218,2022-05-20 09:31:00-04:00,20220520093100,27.414,26.104,27.904,23.694,229055600,6063150080.0,-5.678,-2.969,False,False,-5.2499887701616785,False,False,-29.2778125061339,-1.1019371166834873,False,True,-148.15335639995297,-145.68115111400382,False,False,False,False,0,0,0,0,0.0
219,2022-05-23 09:31:00-04:00,20220523093100,26.414,27.454,27.744,25.764,170520320,4695699968.0,-5.749,-2.856,False,False,-5.080293417256655,False,False,-29.735578323819396,-0.4577658176854982,False,True,-141.17714457637712,-129.8419314702511,False,False,False,False,0,0,0,0,0.0
220,2022-05-24 09:31:00-04:00,20220524093100,25.909,25.664,26.324,24.214,183244640,4798040064.0,-5.837,-2.824,False,False,-5.765585181112947,False,False,-30.62985441162388,-0.8942760878044851,False,True,-145.58135280231807,-134.5882771914409,False,False,False,False,0,0,0,0,0.0
221,2022-05-25 09:31:00-04:00,20220525093100,25.204,26.744,27.354,24.934,180642304,4943009792.0,-5.9,-2.706,False,False,-5.771099051850939,False,False,-31.010879852687268,-0.381025441063386,False,True,-139.45853447769375,-121.20668347609598,False,False,False,False,0,0,0,0,0.0
222,2022-05-26 09:31:00-04:00,20220526093100,26.524,29.084,29.544,26.264,168567600,5022090752.0,-5.923,-2.458,False,False,-4.538535479438245,False,False,-30.086896027284695,0.9239838254025727,True,False,-129.40702480274143,-101.9181158988717,False,False,False,False,0,0,0,0,0.0
223,2022-05-27 09:31:00-04:00,20220527093100,30.059,32.054,32.564,28.834,157517936,5070190080.0,-5.9,-2.078,False,False,-1.8889627292954714,True,False,-27.44407341726557,2.642822610019124,True,False,-115.92467371952733,-78.1657615870854,False,False,False,True,0,0,0,1,0.0
224,2022-05-31 09:31:00-04:00,20220531093100,32.064,31.814,32.754,30.514,184579952,6075429888.0,-5.877,-1.768,False,False,0.4045960179989194,False,False,-23.966500972735332,3.4775724445302387,True,False,-112.23853630156744,-71.60418313634143,False,False,False,False,0,0,0,0,0.0
225,2022-06-01 09:31:00-04:00,20220601093100,32.474,31.044,33.154,30.334,199447088,6535879680.0,-5.861,-1.543,False,False,2.1086537839863198,False,False,-20.94838306377295,3.018117908962381,True,False,-111.71310957758219,-70.78046466002317,False,False,False,False,0,0,0,0,0.0
226,2022-06-02 09:31:00-04:00,20220602093100,30.684,33.664,34.104,30.284,168430656,5577489920.0,-5.806,-1.211,False,False,5.044395298248794,False,False,-17.02309118445126,3.9252918793216907,True,False,-105.66799346472254,-60.83087672521617,False,False,False,False,0,0,0,0,0.0
227,2022-06-03 09:31:00-04:00,20220603093100,31.904,30.904,33.314,30.554,162361904,5270389760.0,-5.787,-1.081,False,False,6.362547133570068,False,False,-14.7069873200643,2.3161038643869603,True,False,-109.17981826050352,-65.90509939977366,False,False,False,False,0,0,0,0,0.0
