,dt,dt_period,open,close,high,low,vol,turnover,m1,m2,macd_buy_signal,macd_sell_signal,jw,jw_buy_signal,jw_sell_signal,R6,duanxian,duanxian_buy_signal,duanxian_sell_signal,xcci,dcci,long_start,long_end,short_start,short_end,long_buy,long_sell,short_buy,short_sell,profit_rate
11,2021-07-27 09:31:00-04:00,20210727093100,67.797,65.707,68.122,63.312,44695528,5754488832.0,0.0,0.22,False,False,,False,False,,,False,False,,,False,False,False,True,0,0,0,0,0.0
12,2021-07-28 09:31:00-04:00,20210728093100,66.312,66.432,67.217,65.044,35985064,4818375680.0,0.023,0.27,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
13,2021-07-29 09:31:00-04:00,20210729093100,66.122,66.762,67.427,64.467,22159624,2994382848.0,0.049,0.323,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
14,2021-07-30 09:31:00-04:00,20210730093100,64.557,65.752,66.042,64.147,28279692,3738059008.0,0.06,0.308,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
15,2021-08-02 09:31:00-04:00,20210802093100,66.652,65.732,66.977,65.437,27279954,3641074176.0,0.07,0.291,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
16,2021-08-03 09:31:00-04:00,20210803093100,66.102,66.887,66.982,64.323,31708912,4204673536.0,0.095,0.334,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
17,2021-08-04 09:31:00-04:00,20210804093100,66.927,67.222,67.747,66.357,24214242,3277250048.0,0.123,0.381,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
18,2021-08-05 09:31:00-04:00,20210805093100,67.662,68.497,68.607,67.317,19335126,2659200000.0,0.166,0.478,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
19,2021-08-06 09:31:00-04:00,20210806093100,67.777,67.597,68.437,67.002,21576490,2945619968.0,0.195,0.501,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
20,2021-08-09 09:31:00-04:00,20210809093100,67.837,67.962,68.267,67.242,17105448,2341420032.0,0.227,0.532,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
21,2021-08-10 09:31:00-04:00,20210810093100,68.267,66.937,68.428,66.242,26540608,3600503040.0,0.243,0.495,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
22,2021-08-11 09:31:00-04:00,20210811093100,67.632,66.572,67.907,65.814,23296976,3133814016.0,0.253,0.441,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
23,2021-08-12 09:31:00-04:00,20210812093100,66.287,67.272,67.467,65.532,19905052,2679587584.0,0.271,0.43,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
24,2021-08-13 09:31:00-04:00,20210813093100,67.472,67.952,68.179,67.077,18322350,2498350080.0,0.298,0.451,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
25,2021-08-16 09:31:00-04:00,20210816093100,67.352,68.072,68.122,65.192,30660392,4124465152.0,0.324,0.468,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
26,2021-08-17 09:31:00-04:00,20210817093100,66.487,66.267,67.432,64.872,41598792,5537205248.0,0.324,0.381,False,False,,False,False,,,False,False,,,False,False,False,False,0,0,0,0,0.0
